Car_Type,Model_Year,Mileage_thousands_km,Engine_cc,Price_million_IRR
Tiba,1388,172,1500,36.7
Tiba,1391,154,1500,52.6
Peugeot,1396,204,2000,55.6
Dena,1395,91,1800,154.2
Dena,1395,65,1800,99.0
Samand,1392,99,1800,39.1
Dena,1389,139,1800,152.2
Pride,1388,31,1500,31.2
Pride,1388,171,1500,28.1
Pride,1402,105,1500,33.8
Pride,1388,165,1500,46.9
Tiba,1386,162,1500,51.1
Dena,1402,150,1800,87.5
Pride,1403,84,1500,28.3
Samand,1398,30,1800,61.9
Dena,1401,157,1800,115.9
Peugeot,1392,1,2000,61.8
Tiba,1398,229,1500,39.5
Tiba,1393,29,1500,52.7
Samand,1385,158,1800,41.5
Pride,1402,45,1500,42.0
Peugeot,1394,120,2000,98.6
Samand,1385,74,1800,59.4
Dena,1402,86,1800,100.7
Tiba,1397,183,1500,38.3
Pride,1402,46,1500,44.5
Pride,1395,88,1500,31.7
Dena,1399,60,1800,140.2
Samand,1387,218,1800,64.7
Peugeot,1396,145,2000,60.6
Dena,1392,38,1800,108.8
Samand,1390,13,1800,33.9
Tiba,1396,30,1500,46.3
Samand,1387,214,1800,64.9
Peugeot,1387,155,2000,75.5
Pride,1403,126,1500,31.7
Samand,1395,221,1800,36.4
Pride,1396,247,1500,35.4
Dena,1398,235,1800,107.1
Samand,1394,86,1800,62.0
Dena,1399,152,1800,128.0
Peugeot,1402,53,2000,47.0
Peugeot,1388,86,2000,94.0
Dena,1403,7,1800,109.5
Tiba,1393,124,1500,54.8
Peugeot,1393,29,2000,67.7
Samand,1390,226,1800,30.5
Peugeot,1386,200,2000,104.0
Tiba,1393,106,1500,32.4
Tiba,1397,179,1500,37.5
Samand,1386,199,1800,61.4
Samand,1395,19,1800,60.3
Pride,1390,24,1500,41.9
Dena,1387,238,1800,89.7
Samand,1402,80,1800,35.6
Pride,1393,43,1500,34.0
Samand,1402,174,1800,43.7
Samand,1386,71,1800,61.1
Samand,1397,52,1800,41.1
Samand,1396,123,1800,59.7
Dena,1396,177,1800,136.8
Dena,1385,195,1800,112.3
Tiba,1396,72,1500,34.3
Dena,1394,182,1800,87.9
Peugeot,1400,139,2000,86.0
Samand,1391,226,1800,46.2
Peugeot,1388,212,2000,62.2
Peugeot,1395,22,2000,55.9
Pride,1397,69,1500,48.8
Dena,1392,181,1800,95.0
Tiba,1401,8,1500,51.3
Samand,1402,229,1800,35.7
Dena,1400,33,1800,156.8
Peugeot,1399,83,2000,94.4
Pride,1389,129,1500,37.6
Dena,1401,126,1800,122.6
Dena,1391,219,1800,126.6
Pride,1402,119,1500,33.6
Pride,1403,111,1500,38.1
Tiba,1390,95,1500,27.9
Tiba,1395,63,1500,51.0
Samand,1403,174,1800,50.8
Dena,1388,156,1800,133.4
Dena,1391,222,1800,100.0
Samand,1395,81,1800,33.9
Tiba,1386,103,1500,37.6
Pride,1403,188,1500,26.6
Samand,1399,178,1800,41.4
Pride,1391,117,1500,38.1
Peugeot,1386,4,2000,102.1
Dena,1387,52,1800,115.5
Samand,1392,112,1800,49.4
Pride,1388,226,1500,46.1
Dena,1398,55,1800,112.5
Tiba,1385,76,1500,41.7
Samand,1402,70,1800,38.4
Tiba,1386,209,1500,35.4
Peugeot,1390,64,2000,100.2
Dena,1391,75,1800,155.6
Dena,1388,27,1800,123.9
Pride,1397,72,1500,30.7
Pride,1403,81,1500,30.4
Pride,1387,20,1500,26.0
Dena,1394,90,1800,130.6
Peugeot,1403,207,2000,64.4
Peugeot,1398,75,2000,107.2
Peugeot,1392,61,2000,90.5
Samand,1399,172,1800,44.9
Tiba,1401,103,1500,43.3
Samand,1386,65,1800,45.3
Pride,1403,54,1500,35.4
Pride,1399,242,1500,34.8
Tiba,1395,7,1500,30.0
Dena,1392,184,1800,85.9
Peugeot,1391,119,2000,54.9
Tiba,1399,232,1500,30.4
Samand,1388,47,1800,43.6
Tiba,1395,244,1500,53.1
Samand,1387,13,1800,41.7
Pride,1396,86,1500,32.7
Samand,1396,184,1800,53.1
Samand,1403,134,1800,39.5
Samand,1385,105,1800,40.1
Pride,1403,202,1500,49.2
Pride,1401,194,1500,35.5
Pride,1388,169,1500,22.9
Tiba,1391,6,1500,31.5
Pride,1397,15,1500,25.9
Dena,1386,195,1800,88.8
Pride,1400,169,1500,48.8
Tiba,1393,232,1500,40.6
Tiba,1393,183,1500,49.0
Samand,1391,101,1800,36.4
Tiba,1400,161,1500,47.5
Peugeot,1388,246,2000,57.2
Tiba,1395,243,1500,32.3
Tiba,1394,204,1500,52.0
Pride,1385,92,1500,34.1
Samand,1399,230,1800,32.1
Tiba,1396,63,1500,53.3
Peugeot,1386,247,2000,103.0
Dena,1397,134,1800,130.1
Peugeot,1395,216,2000,106.4
Pride,1393,156,1500,43.6
Samand,1393,158,1800,60.9
Samand,1390,53,1800,55.0
Dena,1396,9,1800,81.5
Dena,1387,85,1800,156.1
Peugeot,1397,118,2000,71.0
Peugeot,1385,140,2000,79.0
Peugeot,1403,171,2000,88.0
Pride,1400,25,1500,22.2
Tiba,1386,109,1500,28.4
Peugeot,1402,206,2000,104.0
Dena,1386,224,1800,129.9
Pride,1391,94,1500,44.8
Peugeot,1392,82,2000,101.0
Pride,1395,45,1500,34.5
Samand,1396,10,1800,61.7
Peugeot,1402,104,2000,66.7
Samand,1389,200,1800,42.1
Tiba,1397,86,1500,43.8
Samand,1394,207,1800,44.3
Dena,1396,115,1800,127.1
Tiba,1402,42,1500,49.5
Pride,1402,139,1500,33.1
Samand,1403,53,1800,42.5
Samand,1385,206,1800,41.7
Tiba,1397,19,1500,32.8
Peugeot,1393,35,2000,67.9
Samand,1390,98,1800,36.6
Samand,1397,56,1800,49.2
Peugeot,1403,15,2000,53.8
Peugeot,1398,74,2000,104.3
Tiba,1387,147,1500,50.5
Pride,1387,246,1500,27.2
Samand,1390,234,1800,61.1
Samand,1390,25,1800,52.9
Dena,1399,194,1800,147.6
Dena,1390,117,1800,156.7
Dena,1397,93,1800,159.9
Tiba,1392,166,1500,50.5
Tiba,1402,84,1500,35.1
Pride,1395,69,1500,28.2
Samand,1388,91,1800,57.0
Peugeot,1391,100,2000,90.5
Samand,1397,228,1800,62.4
Tiba,1401,24,1500,54.4
Dena,1398,231,1800,96.4
Tiba,1394,61,1500,38.8
Pride,1397,221,1500,48.7
Samand,1391,8,1800,58.9
Tiba,1402,234,1500,42.6
Dena,1395,147,1800,81.3
Dena,1387,41,1800,138.5
Pride,1397,49,1500,26.9
Pride,1396,77,1500,30.5
Samand,1398,187,1800,37.0
Pride,1400,88,1500,41.3
Tiba,1388,15,1500,47.2
Tiba,1389,111,1500,34.4
Dena,1387,217,1800,125.5
Tiba,1397,108,1500,37.6
Tiba,1399,90,1500,48.8
Dena,1402,72,1800,86.4
Dena,1400,139,1800,155.0
Samand,1393,235,1800,49.0
Pride,1392,248,1500,44.5
Samand,1402,156,1800,44.5
Dena,1401,159,1800,138.4
Samand,1389,14,1800,42.7
Pride,1391,117,1500,28.3
Dena,1387,211,1800,134.4
Samand,1392,149,1800,32.9
Pride,1389,35,1500,25.0
Pride,1400,237,1500,42.8
Dena,1386,59,1800,144.8
Tiba,1394,158,1500,51.3
Pride,1396,45,1500,39.7
Peugeot,1395,0,2000,53.9
Pride,1396,237,1500,39.7
Pride,1387,192,1500,30.4
Dena,1392,191,1800,114.4
Pride,1390,64,1500,40.5
Pride,1389,26,1500,21.0
Peugeot,1401,82,2000,71.5
Dena,1398,61,1800,87.9
Peugeot,1399,103,2000,43.7
Peugeot,1398,103,2000,42.2
Tiba,1387,13,1500,31.8
Samand,1401,79,1800,35.4
Samand,1391,219,1800,59.7
Peugeot,1397,33,2000,104.4
Samand,1394,177,1800,60.5
Peugeot,1387,134,2000,85.6
Peugeot,1399,185,2000,70.1
Peugeot,1403,108,2000,93.5
Tiba,1392,32,1500,49.8
Pride,1401,65,1500,44.3
Dena,1393,215,1800,135.1
Tiba,1390,214,1500,40.8
Tiba,1398,153,1500,36.4
Peugeot,1394,203,2000,67.0
Dena,1396,61,1800,118.4
Dena,1396,77,1800,151.0
Samand,1403,165,1800,30.8
Pride,1393,72,1500,31.5
Samand,1400,205,1800,38.8
Tiba,1389,84,1500,42.2
Samand,1394,98,1800,43.2
Pride,1391,164,1500,22.1
Peugeot,1401,193,2000,100.3
Tiba,1401,195,1500,51.3
Samand,1397,3,1800,52.3
Tiba,1394,39,1500,31.1
Tiba,1387,154,1500,44.2
Tiba,1395,160,1500,29.3
Tiba,1389,18,1500,44.4
Dena,1402,34,1800,137.6
Tiba,1389,3,1500,36.7
Tiba,1398,33,1500,42.2
Peugeot,1385,235,2000,57.5
Dena,1402,73,1800,90.9
Pride,1389,52,1500,28.7
Pride,1402,84,1500,35.1
Peugeot,1393,80,2000,67.3
Pride,1397,44,1500,37.2
Peugeot,1402,47,2000,105.4
Dena,1389,168,1800,126.3
Dena,1399,80,1800,139.2
Pride,1390,173,1500,23.6
Dena,1391,134,1800,112.6
Dena,1396,144,1800,126.0
Dena,1402,83,1800,124.4
Peugeot,1392,59,2000,51.7
Pride,1390,137,1500,30.7
Tiba,1398,35,1500,30.8
Dena,1401,70,1800,89.2
Tiba,1399,26,1500,51.1
Samand,1388,223,1800,50.9
Samand,1388,66,1800,35.9
Samand,1392,244,1800,60.7
Pride,1401,30,1500,40.8
Dena,1399,192,1800,106.7
Dena,1391,188,1800,133.4
Tiba,1397,24,1500,34.6
Pride,1387,209,1500,45.6
Tiba,1397,35,1500,52.2
Dena,1394,172,1800,105.6
Pride,1392,103,1500,33.4
Tiba,1400,205,1500,31.8
Samand,1388,117,1800,55.2
Dena,1400,225,1800,110.9
Dena,1391,206,1800,159.3
Peugeot,1389,213,2000,105.1
Peugeot,1396,157,2000,88.8
Tiba,1387,42,1500,41.9
Peugeot,1397,32,2000,67.3
Dena,1390,110,1800,105.8
Samand,1387,72,1800,55.2
Peugeot,1386,183,2000,62.2
Samand,1390,63,1800,31.1
Peugeot,1400,211,2000,79.9
Samand,1397,246,1800,56.8
Peugeot,1387,208,2000,83.9
Tiba,1392,169,1500,36.8
Dena,1399,91,1800,85.0
Samand,1388,184,1800,45.1
Dena,1395,30,1800,86.3
Samand,1397,247,1800,39.1
Pride,1397,192,1500,23.4
Pride,1386,229,1500,30.6
Tiba,1398,187,1500,40.6
Peugeot,1388,45,2000,106.2
Pride,1397,226,1500,21.1
Dena,1390,197,1800,93.3
Samand,1401,186,1800,41.2
Tiba,1388,162,1500,27.8
Tiba,1389,146,1500,45.3
Dena,1393,159,1800,104.8
Dena,1385,191,1800,119.7
Samand,1389,173,1800,58.9
Dena,1394,102,1800,157.0
Peugeot,1403,36,2000,73.7
Peugeot,1392,176,2000,73.2
Peugeot,1393,87,2000,93.6
Peugeot,1386,28,2000,43.5
Pride,1391,109,1500,46.9
Peugeot,1392,230,2000,78.2
Pride,1392,66,1500,29.6
Tiba,1397,241,1500,41.7
Peugeot,1397,240,2000,72.8
Pride,1402,72,1500,20.7
Dena,1394,152,1800,158.0
Tiba,1392,246,1500,38.8
Pride,1396,156,1500,21.3
Pride,1390,52,1500,47.2
Peugeot,1385,30,2000,108.2
Samand,1388,116,1800,53.0
Dena,1390,210,1800,107.1
Dena,1401,44,1800,80.1
Peugeot,1391,58,2000,78.2
Peugeot,1386,192,2000,99.3
Tiba,1392,42,1500,53.1
Peugeot,1391,122,2000,50.2
Dena,1402,202,1800,158.5
Pride,1389,132,1500,31.1
Pride,1391,120,1500,30.0
Samand,1393,234,1800,43.8
Samand,1391,76,1800,52.4
Dena,1386,7,1800,81.4
Samand,1395,14,1800,55.3
Dena,1389,214,1800,135.0
Samand,1386,54,1800,44.8
Dena,1389,30,1800,144.6
Tiba,1399,90,1500,34.1
Peugeot,1394,7,2000,61.6
Samand,1385,196,1800,42.1
Samand,1387,8,1800,59.3
Peugeot,1386,203,2000,90.6
Samand,1388,233,1800,37.8
Pride,1400,170,1500,20.5
Tiba,1393,195,1500,27.5
Dena,1400,83,1800,145.8
Samand,1394,218,1800,56.3
Dena,1400,145,1800,139.9
Dena,1399,84,1800,131.9
Peugeot,1400,34,2000,54.6
Peugeot,1401,205,2000,109.3
Pride,1392,74,1500,25.8
Samand,1394,151,1800,35.1
Samand,1395,190,1800,47.9
Dena,1392,87,1800,96.6
Tiba,1392,51,1500,51.3
Pride,1401,58,1500,43.3
Dena,1387,43,1800,115.6
Dena,1386,145,1800,153.4
Tiba,1403,198,1500,30.3
Tiba,1387,132,1500,31.8
Samand,1388,182,1800,52.0
Dena,1400,235,1800,92.6
Tiba,1385,245,1500,43.4
Peugeot,1403,34,2000,75.3
Dena,1392,0,1800,80.4
Peugeot,1395,59,2000,53.8
Tiba,1389,166,1500,34.7
Pride,1394,54,1500,38.6
Tiba,1385,46,1500,51.3
Peugeot,1398,221,2000,77.0
Peugeot,1399,11,2000,96.6
Dena,1399,69,1800,136.4
Samand,1401,168,1800,56.0
Tiba,1388,143,1500,44.2
Peugeot,1394,115,2000,106.7
Samand,1392,152,1800,46.2
Samand,1385,47,1800,57.0
Pride,1389,234,1500,48.2
Pride,1385,168,1500,45.9
Samand,1393,217,1800,61.6
Dena,1397,108,1800,147.3
Tiba,1387,35,1500,45.0
Peugeot,1398,59,2000,78.3
Dena,1385,241,1800,145.4
Pride,1402,9,1500,25.1
Peugeot,1393,188,2000,85.5
Peugeot,1386,129,2000,45.9
Samand,1390,18,1800,64.8
Samand,1402,128,1800,35.3
Peugeot,1386,193,2000,93.9
Samand,1392,156,1800,35.0
Peugeot,1399,239,2000,90.2
Peugeot,1394,158,2000,91.3
Peugeot,1398,81,2000,67.7
Samand,1394,69,1800,36.6
Dena,1400,91,1800,136.5
Tiba,1393,18,1500,32.0
Dena,1398,51,1800,115.1
Dena,1400,80,1800,133.7
Samand,1393,222,1800,33.4
Tiba,1398,48,1500,39.7
Tiba,1389,35,1500,32.1
Peugeot,1393,57,2000,103.9
Peugeot,1388,98,2000,56.3
Samand,1393,28,1800,41.6
Pride,1392,64,1500,22.1
Tiba,1393,29,1500,25.1
Tiba,1388,109,1500,46.4
Tiba,1394,232,1500,38.3
Peugeot,1392,244,2000,53.4
Dena,1390,21,1800,141.4
Dena,1385,90,1800,114.7
Samand,1396,172,1800,36.5
Dena,1386,121,1800,89.9
Tiba,1398,158,1500,38.0
Tiba,1401,179,1500,52.7
Peugeot,1399,123,2000,61.2
Pride,1390,161,1500,46.4
Tiba,1387,226,1500,39.4
Peugeot,1396,119,2000,90.6
Pride,1402,15,1500,32.3
Pride,1392,195,1500,26.9
Peugeot,1399,181,2000,103.1
Tiba,1388,29,1500,32.9
Tiba,1393,23,1500,35.3
Samand,1395,106,1800,57.9
Samand,1391,129,1800,44.5
Tiba,1386,241,1500,45.3
Peugeot,1400,104,2000,99.7
Peugeot,1390,242,2000,97.4
Dena,1388,148,1800,96.7
Tiba,1397,120,1500,51.5
Tiba,1387,239,1500,45.9
Peugeot,1390,81,2000,85.6
Dena,1403,241,1800,114.4
Pride,1386,204,1500,42.0
Peugeot,1395,151,2000,70.6
Dena,1393,140,1800,155.6
Samand,1385,190,1800,44.9
Samand,1397,125,1800,58.8
Tiba,1401,97,1500,42.5
Peugeot,1395,169,2000,106.6
Dena,1386,61,1800,123.1
Samand,1390,151,1800,56.8
Tiba,1393,119,1500,45.7
Samand,1396,106,1800,31.8
Samand,1393,7,1800,39.5
Dena,1397,178,1800,132.8
Pride,1397,82,1500,20.1
Tiba,1403,0,1500,27.2
Dena,1390,200,1800,123.2
Samand,1392,49,1800,64.2
Tiba,1397,165,1500,53.9
Samand,1397,103,1800,54.9
Peugeot,1400,223,2000,41.5
Dena,1385,186,1800,101.9
Samand,1395,220,1800,54.4
Peugeot,1386,250,2000,50.2
Peugeot,1397,110,2000,93.0
Tiba,1388,137,1500,37.6
Pride,1385,127,1500,31.8
Dena,1395,39,1800,112.4
Dena,1389,90,1800,132.3
Dena,1395,108,1800,82.4
Dena,1389,17,1800,123.6
Tiba,1390,73,1500,51.7
Tiba,1395,93,1500,30.7
Pride,1385,174,1500,38.7
Samand,1393,178,1800,45.4
Samand,1395,119,1800,49.2
Samand,1400,143,1800,48.9
Samand,1391,165,1800,59.9
Dena,1387,163,1800,105.8
Tiba,1393,5,1500,28.8
Samand,1397,6,1800,39.2
Tiba,1399,139,1500,33.0
Dena,1397,130,1800,108.2
Tiba,1386,222,1500,42.9
Pride,1386,47,1500,23.6
Peugeot,1402,216,2000,40.1
Dena,1386,188,1800,85.7
Samand,1389,214,1800,41.1
Peugeot,1385,16,2000,62.7
Tiba,1398,243,1500,45.4
Samand,1403,118,1800,58.4
Tiba,1400,6,1500,42.1
Peugeot,1393,246,2000,80.6
Peugeot,1391,96,2000,54.6
Pride,1400,225,1500,23.0
Peugeot,1390,113,2000,64.5
Tiba,1393,62,1500,52.5
Peugeot,1389,54,2000,80.1
Dena,1400,6,1800,86.9
Pride,1386,199,1500,20.9
Samand,1389,203,1800,40.4
Tiba,1403,53,1500,37.8
Tiba,1391,169,1500,47.3
Pride,1398,133,1500,29.9
Pride,1401,163,1500,26.3
Peugeot,1393,84,2000,59.7
Pride,1386,85,1500,32.7
Peugeot,1385,213,2000,99.5
Peugeot,1402,126,2000,76.2
Samand,1397,241,1800,61.2
Samand,1403,44,1800,43.6
Tiba,1390,136,1500,44.4
Peugeot,1390,126,2000,63.5
Pride,1387,37,1500,42.8
Samand,1403,93,1800,45.3
Peugeot,1392,49,2000,56.1
Samand,1390,49,1800,59.8
Samand,1394,72,1800,56.3
Tiba,1393,156,1500,25.1
Samand,1398,3,1800,35.8
Dena,1401,144,1800,125.2
Dena,1388,109,1800,135.5
Dena,1394,55,1800,155.8
Pride,1392,217,1500,32.7
Pride,1398,247,1500,35.9
Peugeot,1386,138,2000,62.7
Peugeot,1401,98,2000,106.0
Dena,1396,81,1800,130.8
Dena,1398,87,1800,146.7
Pride,1395,11,1500,34.9
Peugeot,1392,228,2000,87.2
Dena,1397,120,1800,132.2
Peugeot,1402,178,2000,93.8
Pride,1395,20,1500,35.0
Samand,1390,24,1800,63.5
Tiba,1387,28,1500,32.3
Peugeot,1396,24,2000,94.4
Pride,1385,149,1500,23.8
Tiba,1390,68,1500,30.7
Pride,1402,163,1500,23.3
Dena,1399,53,1800,151.6
Tiba,1394,242,1500,47.7
Samand,1389,82,1800,36.5
Tiba,1403,188,1500,35.9
Peugeot,1403,45,2000,49.1
Tiba,1392,67,1500,25.3
Samand,1402,5,1800,36.4
Tiba,1388,208,1500,44.1
Peugeot,1396,156,2000,105.7
Tiba,1396,84,1500,49.6
Dena,1386,250,1800,116.5
Pride,1390,14,1500,49.1
Samand,1386,220,1800,54.5
Peugeot,1393,49,2000,50.4
Samand,1403,124,1800,47.6
Dena,1403,182,1800,104.0
Peugeot,1389,146,2000,46.7
Peugeot,1390,148,2000,101.7
Peugeot,1385,235,2000,90.8
Samand,1390,146,1800,43.9
Tiba,1392,31,1500,46.8
Samand,1400,162,1800,42.8
Samand,1387,68,1800,60.6
Dena,1403,198,1800,102.0
Tiba,1401,63,1500,51.7
Dena,1400,39,1800,115.1
Dena,1402,96,1800,151.3
Peugeot,1399,47,2000,85.1
Peugeot,1397,113,2000,54.9
Tiba,1391,45,1500,52.7
Peugeot,1400,32,2000,61.2
Tiba,1402,232,1500,45.6
Tiba,1387,66,1500,43.3
Dena,1387,182,1800,121.5
Pride,1395,143,1500,25.4
Samand,1394,242,1800,62.1
Tiba,1394,68,1500,54.2
Tiba,1385,158,1500,49.5
Samand,1391,89,1800,61.2
Tiba,1396,194,1500,54.2
Samand,1398,171,1800,37.8
Dena,1385,2,1800,140.9
Pride,1392,103,1500,44.1
Samand,1400,189,1800,30.9
Pride,1398,99,1500,48.5
Samand,1385,140,1800,38.4
Samand,1387,163,1800,33.9
Peugeot,1398,171,2000,93.8
Samand,1397,19,1800,60.6
Tiba,1395,178,1500,46.2
Pride,1390,149,1500,41.3
Tiba,1400,180,1500,46.3
Peugeot,1388,114,2000,72.7
Peugeot,1403,30,2000,103.4
Dena,1402,101,1800,134.3
Peugeot,1394,164,2000,78.9
Peugeot,1401,120,2000,88.2
Pride,1389,116,1500,46.9
Peugeot,1386,185,2000,96.3
Pride,1386,60,1500,30.8
Samand,1403,233,1800,44.3
Samand,1387,142,1800,44.9
Tiba,1386,151,1500,46.5
Tiba,1403,24,1500,27.0
Pride,1387,187,1500,46.5
Peugeot,1401,145,2000,97.9
Tiba,1399,110,1500,43.3
Peugeot,1385,181,2000,67.3
Dena,1393,161,1800,118.4
Samand,1392,54,1800,38.6
Tiba,1387,225,1500,51.4
Samand,1394,244,1800,55.7
Peugeot,1396,157,2000,52.7
Samand,1396,54,1800,63.6
Dena,1387,65,1800,137.6
Samand,1400,167,1800,46.7
Tiba,1388,190,1500,49.4
Pride,1397,38,1500,37.5
Pride,1389,184,1500,28.2
Pride,1394,2,1500,48.6
Peugeot,1400,156,2000,47.6
Pride,1398,173,1500,21.2
Pride,1391,53,1500,31.7
Dena,1399,39,1800,94.4
Pride,1401,214,1500,21.1
Samand,1402,40,1800,31.6
Dena,1403,238,1800,149.7
Pride,1400,201,1500,44.1
Samand,1386,25,1800,35.6
Samand,1399,39,1800,49.3
Tiba,1385,250,1500,50.5
Tiba,1392,125,1500,26.8
Tiba,1394,154,1500,45.0
Peugeot,1398,34,2000,55.7
Dena,1393,133,1800,132.0
Samand,1385,71,1800,53.5
Peugeot,1403,124,2000,107.0
Samand,1400,108,1800,40.3
Pride,1398,182,1500,31.8
Peugeot,1393,112,2000,85.8
Samand,1396,37,1800,42.7
Tiba,1386,149,1500,32.4
Samand,1400,130,1800,52.6
Peugeot,1387,185,2000,62.7
Tiba,1395,4,1500,48.4
Pride,1397,20,1500,34.2
Samand,1390,132,1800,54.6
Peugeot,1389,119,2000,92.3
Peugeot,1390,4,2000,40.6
Dena,1386,190,1800,142.3
Dena,1397,109,1800,141.6
Dena,1399,234,1800,88.3
Peugeot,1397,76,2000,80.2
Tiba,1391,112,1500,50.3
Dena,1394,54,1800,107.4
Tiba,1396,43,1500,32.2
Dena,1392,147,1800,129.7
Samand,1392,233,1800,35.1
Pride,1400,208,1500,31.7
Tiba,1395,134,1500,28.7
Samand,1385,140,1800,46.5
Peugeot,1398,247,2000,58.0
Peugeot,1403,2,2000,74.6
Dena,1391,187,1800,89.0
Samand,1397,128,1800,51.6
Samand,1394,86,1800,39.1
Tiba,1386,198,1500,53.3
Dena,1391,50,1800,153.6
Tiba,1403,201,1500,50.6
Tiba,1398,184,1500,43.1
Tiba,1398,218,1500,26.6
Peugeot,1401,19,2000,55.9
Peugeot,1395,27,2000,47.3
Peugeot,1390,19,2000,66.2
Tiba,1394,12,1500,25.8
Peugeot,1393,191,2000,53.1
Tiba,1401,122,1500,42.4
Tiba,1385,26,1500,30.9
Tiba,1389,32,1500,41.9
Pride,1387,140,1500,28.3
Peugeot,1387,38,2000,46.2
Samand,1402,180,1800,63.8
Samand,1386,22,1800,39.7
Samand,1386,127,1800,35.6
Peugeot,1400,161,2000,98.4
Dena,1397,99,1800,145.5
Tiba,1393,126,1500,44.8
Samand,1398,138,1800,57.0
Peugeot,1397,219,2000,107.6
Dena,1403,32,1800,86.7
Samand,1393,66,1800,32.4
Pride,1390,110,1500,28.2
Pride,1390,160,1500,45.9
Samand,1388,92,1800,42.1
Peugeot,1398,56,2000,40.8
Samand,1389,76,1800,33.6
Pride,1391,78,1500,44.8
Dena,1401,60,1800,100.6
Peugeot,1385,114,2000,95.1
Samand,1393,28,1800,33.7
Samand,1403,239,1800,52.7
Samand,1391,184,1800,46.0
Pride,1386,50,1500,48.6
Pride,1400,41,1500,33.1
Samand,1388,235,1800,41.9
Tiba,1402,147,1500,27.3
Peugeot,1392,161,2000,110.0
Dena,1391,131,1800,108.1
Peugeot,1391,240,2000,69.5
Samand,1389,59,1800,46.8
Samand,1394,148,1800,55.6
Tiba,1401,206,1500,28.1
Samand,1399,170,1800,43.9
Samand,1391,205,1800,39.4
Tiba,1403,116,1500,43.7
Pride,1394,125,1500,25.5
Dena,1403,235,1800,124.5
Pride,1390,242,1500,48.0
Tiba,1399,98,1500,46.6
Tiba,1386,166,1500,27.7
Tiba,1392,11,1500,27.5
Samand,1401,203,1800,50.3
Tiba,1389,219,1500,48.8
Samand,1388,175,1800,51.2
Peugeot,1402,15,2000,47.6
Samand,1400,67,1800,44.7
Tiba,1385,248,1500,49.4
Tiba,1398,235,1500,26.6
Samand,1386,112,1800,35.5
Samand,1397,96,1800,33.2
Tiba,1391,2,1500,42.0
Dena,1396,105,1800,106.1
Pride,1393,27,1500,23.0
Pride,1390,37,1500,35.6
Samand,1400,80,1800,59.3
Peugeot,1393,154,2000,81.8
Dena,1400,11,1800,122.3
Pride,1398,187,1500,26.8
Pride,1385,95,1500,21.5
Peugeot,1392,156,2000,45.0
Dena,1399,117,1800,113.1
Samand,1403,111,1800,37.9
Samand,1395,7,1800,48.0
Samand,1395,206,1800,41.3
Dena,1398,199,1800,142.9
Peugeot,1394,157,2000,44.4
Samand,1392,31,1800,30.7
Pride,1399,201,1500,45.0
Peugeot,1388,21,2000,54.2
Pride,1391,52,1500,44.8
Pride,1385,141,1500,37.1
Dena,1385,163,1800,146.8
Dena,1387,227,1800,144.3
Peugeot,1385,61,2000,70.0
Tiba,1399,177,1500,27.3
Dena,1391,6,1800,129.4
Tiba,1398,197,1500,25.3
Samand,1396,194,1800,60.6
Tiba,1397,9,1500,25.1
Pride,1385,240,1500,31.7
Tiba,1397,117,1500,29.0
Dena,1395,46,1800,120.7
Dena,1390,68,1800,98.5
Dena,1386,173,1800,107.6
Samand,1392,68,1800,38.2
Tiba,1388,66,1500,39.5
Pride,1397,204,1500,27.2
Pride,1399,119,1500,43.3
Samand,1389,238,1800,43.0
Pride,1402,168,1500,27.9
Peugeot,1402,194,2000,103.8
Tiba,1387,218,1500,39.3
Tiba,1401,175,1500,47.4
Peugeot,1388,242,2000,68.5
Pride,1390,21,1500,20.2
Tiba,1399,228,1500,28.2
Peugeot,1399,190,2000,77.4
Peugeot,1396,5,2000,76.1
Dena,1391,96,1800,90.5
Dena,1393,160,1800,93.2
Tiba,1399,57,1500,51.0
Dena,1387,123,1800,110.5
Tiba,1397,23,1500,54.4
Samand,1403,169,1800,61.1
Samand,1392,236,1800,56.0
Dena,1395,226,1800,159.2
Peugeot,1385,205,2000,59.4
Pride,1403,197,1500,23.6
Peugeot,1392,83,2000,46.3
Dena,1388,109,1800,91.4
Peugeot,1393,137,2000,77.8
Tiba,1402,146,1500,54.5
Tiba,1391,250,1500,50.4
Samand,1400,42,1800,45.8
Samand,1391,218,1800,37.8
Samand,1386,13,1800,58.6
Peugeot,1393,211,2000,71.7
Samand,1385,40,1800,47.6
Peugeot,1397,121,2000,80.8
Peugeot,1394,143,2000,92.3
Tiba,1400,78,1500,33.2
Samand,1401,32,1800,48.0
Peugeot,1391,123,2000,105.7
Pride,1388,237,1500,46.3
Dena,1398,236,1800,94.8
Samand,1397,148,1800,59.6
Peugeot,1398,64,2000,83.8
Peugeot,1385,63,2000,82.6
Samand,1389,87,1800,43.7
Samand,1400,26,1800,42.1
Dena,1399,245,1800,98.7
Pride,1386,101,1500,23.8
Tiba,1385,132,1500,43.8
Dena,1397,51,1800,149.4
Tiba,1385,127,1500,31.5
Tiba,1399,153,1500,30.5
Peugeot,1392,195,2000,89.6
Pride,1399,211,1500,42.3
Pride,1394,16,1500,41.3
Samand,1385,50,1800,50.8
Pride,1387,26,1500,27.1
Samand,1403,12,1800,42.2
Samand,1386,192,1800,56.2
Samand,1393,5,1800,37.0
Pride,1397,219,1500,47.9
Samand,1388,203,1800,61.8
Pride,1385,14,1500,41.1
